SP ID,Skills Programme Title,NQF Level,Credits,Attachments
SP-211034,Telescopic Boom Handler Operator C46,3,42,"SP Curr Telescopic Boom Handler C46 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Ot3SvMUn6g3SbiC0w2h2EA/1TDw7uRHzAW4qNlCTeyt6_phBr9-ylJLr_Gquc9IliyTllr34BFzHPxgUd-12cbkpcQ0CsaAeQfcFm5WLAaDxehtUGNs-uA9upIdxE5510QT4C9fsQTDwe0NWBPYmalAzBfAWPOdu89cU4z481SaSIYDxEbeugkGNufVsZct1g_uBYIuhH5YtsnQP0i18FMe/xPaqo9JrOWym5ovegVhwsdId2viWO7xv33VmUtbFf24),SP Doc Telescopic Boom Handler C46 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/g_HV6arA0rpc8YEugsBm7w/DP9UdDkJC3knk2UI9b821BWSY-i7HFJjJaQbkHMbiNNLUeVcu94qBUoKpyxnMNMEvQ12LgsgW2UKc37IxPPsctSOJhbZHw4yb5hlx-HnCEDZ1hAdRGwUUcHrsJQEWNd0tzTodV9KT6B-RIB9eYPw05llRI3aVWF46HrpZukwfHeMQDr_9KJWqUfTScw9Uu5T/d6Z8BP9b-tR4C1uWl9OIjjUFxiFQYiGZFyb0njax2dI)"
SP-221108,Timber Forwarder Machine Operator,3,27,"SP Curr Timber Forwarder Machine Operator 3 27.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/-lTlv-svL9VI2VzRpwtywQ/X5utQxiugUQcpTtiHnQjxyaB_b7mPR-LMGzkY9luzJ3a8-QFIcFSyzGil1xusmKfgaF7nWtsS4ddxo8z40mNVBv-Z8Ozh0O2N1X8Xs94MWc7zIT76MNKwgZVLqqlDhI_3wfPnYJ6xLCJ2aYBzSW9-N9HOMmwL17bY8o_KO_NxZlV_rwCOyk3lYj8YesBts7x2417XbdTue4po0hPaN240A/JGFrvtNgC4a8Q2OeDuQ46_fBTyU9UhPeB6O_S3frcRU),SP Doc Timber Forwarder Machine Operator 3 27.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/3UqtHZPA-fUH7cAQ2hZvKw/FmWoAZxJ62Ta8pYff3G1_RCnRRiFfEmu2NIL535nMfqiypSmq1DIcKJUW4wpbjRh-_-f2ocZ_v5X3_fRkNIu8eC5Qj0M7FHIZ05e9UEJj3LCSjxsxSRUn3KfEfJrWyBPExSGKmn1nENjF0yVGXQIoohWeV9OFZyk62clBdUIVxsvWmlCahmiwiOwnqJ9O0Dt2JtOaRy2A7u5YAFK84OVpw/oUber4T6FFyxtMf3lKjKXbD_mvXHlnuD4A3zsc3DBRg)"
SP-220331,Time Study Clerk,4,35,"SP Curr Time Study Clerk 4 35.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/niDZqRgn-KaZulPiO_C05w/KkgAep03DpZF0Y8L6aTbFHUuzZ0zbz4jvVh-PJeKF7recGQg8q_IoKl1HXuUG-zLAGtnMcs0G5Y12BJms9kHbYdDypiIArMWLcVQrEAf0wu-3r9cfu5o-dUpxn1_mM_q_tAz9h18gV_TIMlW0Fo3vcK6-dYCqtDvs2evqKwQV9fiqoCQb6UML4MLt-L4DZD1/xrlpKRhEQ9cTgyw_9l07muxDJvdA92w6NtWZZ1Cm6Y4),SP Doc Time Study Clerk 4 35.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/6GCKst_t93Dx7QI6xMw8nA/m_uGItHSxmHq2hM3GeaXayrNDEkxs0wcozCGWvg3QH_WT1S7cT_ngOJUBjddLAEWJotHEcYM1PbwGqzeuI3ITzaY0ltb4FExz6iir928fnG3KuxVhloXQ275hIND5x0n6yxiOwzzueTNaZvlbdWPa-OazMSlnKVMpSiv8_W2uDCZntqzta8SPwxCY2sR4K0Y/1OjEr6SRsk07f4kedmNs2RSoiKVqqMs0vCYYkMzu4f0)"
SP-221114,Tractor Drawn Ring Debarker Machine Operator,3,25,"SP Curr Tractor Drawn Ring Debarker Machine Operator 3 25.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/shy4oahiPdH7k1hRsGML9g/WNmC14wTZBwG7JHgVqj9K3amfAN84XX7vdNRi8wh64dQ3I82EN5sfFUxQbNIj5QEOnUcyLOg8iL0bW8MDemH1mBXZa2KFtcXc8UF-mnEtNOzybv8zwBo422wM1Nwed0tjdGi_AUHWtehQzKfiWJBkSBLiFtWYdmWGAhGNVQrK5Jk9qDl9y5TA8b9Sl2OQzuzpbQI_cmXVztdsQbSNz4WOQ/UzomJbIbQo6EsTScctOwD9yBYxbczDotwdIpQRk2pqg),SP Doc Tractor Drawn Ring Debarker Machine Operator 3 25.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/YlECUWfEYFPqeQi3Qynp5Q/X3ySQ6Jabsz5up5thpt5c8oxMQIYYTxD9s7Std5me3bI6wyF3b7RLgdA6HwGu69pZzKmxQarHpuTI6-WKz7gd50BWtCWwOKQVnWOWbOrRgM70MxV1e5Fx2sKJ6iWX9phwgS1mt4eJdCqJrmyJNLinYChM9nTTbux7plrb9JkGKg5PcdxdOGar4ZraaQYv_37ttF7xbO1X4O4zy99kjb2VQ/tec-Pn1daNJye0b5_7qWmacs_wqc4tGGMAOTYfn8H2E)"
SP-221117,Tractor Mounted A-frame Machine Operator,3,25,"SP Curr Tractor Mounted A-frame Machine Operator 3 25.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/A-d3CeImpvsvVqghfxCu3g/-lVL-v5M2aKJYgTfXNpFB3u9rPHLKMcuVQHwHyZ5WvfV40QFvOkIBBP3bmwrdRh2pn9SU8IY6LkyJ8jBVw9JkW2zU0vhlOLAsQ8-PneHNmalHB_VfnzVYRNyy33S8ooLofftMLxW0c6WLC0C8xAVeB-9mOhEWpjHyIiEoeXNMYgIWH8G0bDgN7MjGvDelPgBd4iYXox9QVg6LJMAA8xwlw/KMEA8_qAlMlLQG9KeFb8nTsr_qy_5aHZZL6P0ckqarQ),SP Doc Tractor Mounted A-frame Machine Operator 3 25.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/PRTkIxPYg-deFgiJq2aAog/e-9c1KGhkIMX2oxBCEhU2Cc7T_nd60apfPT2JtK5I0f76b1A3Q1RwlSj6Gn-lqxJhKpaDaWdiLMhrNKxnTcWpEvSmw6qW3KagpIv8q8AEOnVkJLjVgPH4fyo8QsSufzAraKrqho1aA7XL5FKTRf1H5g6RlLmWlIYEwAwKXJ-fpICd1orm5kclH0yimzNH98mHNaQJthrkap9UI8Z5utZog/Mbh2Hg9ELdJ06Ptntg2YtqFiMysfWLqUF2579HVFhbY)"
SP-221118,Tractor Mounted Winch Machine Operator,3,25,"SP Curr Tractor Mounted Winch Machine Operator 3 25.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/MRw_br3Qkt27m0ZDNvYniw/KfKTJJMKTU55CWGgnZpwt5QXzcyR3Pk5K1jxvNndjZVJejGXY16wjFjtk7734qZrYJ2B2HUZpLc_wkNtMA8ecPdBpNP5PgcI3qu8ngrERDCOgJ_Uh9uSu6VgI-X-NNbN_0ylY6MyMlTksLhY4ve1QNOCzBi-WTZAPwefz-pSPN73qZiEUaY18U4_6y-2t-3pZLc6WpS9Q98lgBtvUzxKEQ/fEM1pPRW6Uj055wmIAredeE0aeqZgapsFSi6wxTwb1Q),SP Doc Tractor Mounted Winch Machine Operator 3 25.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/RcuxwQK1xK9Cjn5k6Wo1hA/DX41FFM1sgHAwL1krknblhN-XPPB1ILMPT3-LAiV10IVXenPyMxxAhWiJoPY0yYSO6Y77XDSSl5Cf6c48MWTkBES2H4Abxlye_J2DznNiIFwfG-tR1_9Q4_ja4zDUrDbJ0n80NY2xN6KppMeDV9bDGUBYddXzoW_-WenMyaRBhPWOUloSwB-WZluGT-6VFhgt0_Qdm_T4ZSGj97rzIC3ig/zvZCdM33GyaHtthgzq7zX-E8zT-CYW55WNrHtijZj6Y)"
SP-250303,Turbine Fitter (Steam and Gas),5,42,"SP Curr Turbine Fitter (Steam and Gas) 5 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/VEdxhG4CQnYFVViitWIx3w/nk7WJZqtezgdYhGQLSijnB993uGo8Ep9cNb07wYRJbG7SRY33so9Wam-YTuBFE8c6LWDrXW22pEBw6Kf-bIhbZp9vPLJc55cNdESStjomeMm7rBtMP1H2uF3zeHDe9b1s8DO2WPn_i8nMDLhdX9IVw3j5E-M2Hk-tCHjdfTpRd74Armt0mkQuJOMoVPWCeHT/3_AtZLmHPF9G0ZNtCCZyFkfFkm3HJ_YA5GdGEnnn-4c),SP Doc Turbine Fitter (Steam and Gas) 5 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ABVhGB5Iss08EqsHxOMHSg/em6dAtqP9hIeIuB3Eg879L-z_m2OhtdSGWXr6n3qlbvPxpLjaDZZs3vg-DUuEUARWE9A1ta8nz5f9kkyfMYmsH7lErRmjt0PUqNCuWUHsArVMyMww_qqtOXCQFlBA6BUKzpC3dDjYZwtK_SWx6UNIggtD3f03qq51XFmS4riyDZywByxfwfb96K5Kq-9CSKO/Tk6NNgqh1euubvdXY5Dg21p9dzJAtS2ZO8tCsGRJmIo)"
"
  SP-221120
  ",Underground Coal Blasting Assistant,2,20,"SP Curr Underground Coal Blasting Assistant 2 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/e83-LdfSKlQdkrudLrjCpQ/qiaAgKIfIv_KXYxtGg489GdrJ2QDXGhjC2fpUqrbSE3mIlsyTRxq1hTjmkYX8CPs6jL2bSZHkV-bjfR-e618NxOjbJl0IFZgll0qf94DnUXvItP7ApXQUbXyR7MEjAlxpcAdVGoVP3cL_a9XqKOOdv-zfm48UnpC9_lN9TYxbaHWshs7viY0piOxwUMR9pf50SZvFoLVUIp8dPqy6pKKjg/Hjbc3A1rITuAN1mn0WaZfaqlmecuFXl2tOdOK0LHnOE),SP Doc Underground Coal Blasting Assistant 2 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/G73lfpxmvVmaZ1A-tryjpA/PdQORZ2hxdZjXBR45YgNV3d6gkPwHXNZylcCWQa56Sb2dtLqydO9HFlAZ1PrpdDprSW3_dxcrQrO_jbTBfaNJsHGalrMxuR-foiUeJHS8rxagJgopkJB2fR-Hrfh2LKoHua6aQA6Z8H9ETOj3RInA4Qln4hlztByLHfQr6WMbVsHjjf2SHhu9ypRblfqljZXLhxJwpLPvn157e_Apw_PMQ/dJr3YYZQqhU6y4zJ8IhwvQtuIRnrRQXuafElbYBMtcQ)"
SP-221126,Underground Coal Support Installer,2,20,"SP Curr Underground Coal Support Installer 2 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/v3vNUVJeBGOaXWD5VAQ-dQ/pw_4yKOmeA1SNJs4vGNjtJMb_rYTy0XkkR-AHhiUwUd1KR7roZCY9wcT3PpTNAoXwjqoOoSJs6aF4OI-kOAwDex-fC6j72sP1OKiIYJJx3iXvO6wSPGaEWBgFv9a29Q_ZvaZd1y54pQ5RDxBePET4Uz2V0CH0j0Hafjm81Aq0JBAjhRakOnokEah-RF-VN_oaWf-gSdqIKSSzP_jiuetmg/hspNDyrcPpdXq420uLcSjzXIAHzODLbzs8KacWqt69c),SP Doc Underground Coal Support Installer 2 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Ibm64XsTPO4DnoEeGSF60Q/E6BzZquiU3Ym_pO0D7AmCY5CqbGYULdTmYiFY2MlNVJ6xdrKn0wsG2PIkky9y8_55508SGMMrAtH5F3NF5Lq-BGK6wwVhh_XFgxZ1U9ZX-ZLJmQ6iaxV4IeN6gGFKNhv3bFa9PEIJn1O4U50j9K-NjBsCRQOiGXY0VYGobTkkWA3mQ2BdIfxivceql_H317b-J7hrW_Z4nIesgdRM90R9Q/voI85Vmgbv_LPEh3LRwndoznIF0zrUupUKCu2MpeodM)"
"
  SP-221122
  ",Underground Hardrock Safe Declarer,2,12,"SP Curr Underground Hardrock Safe Declarer 2 12.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/NWdjS6RfI-AUN_x7Tk0Mqw/pPjeci3vQSgumUKGIQwsLfKbbyXBIYpqr3mltpJLIbhlic94Cq2vMH6EQx6kr6B_TTJwBhwy-6WS4Em9aJjA6kzvv3_YGV38XqzZF_kXKgzM73fSXPGg8uHhUiff4iwYTcDjr6vv0InXf8idnLR-9hlSe-yyEQsMINBuU2NstzY4RnIpuwJXQszXo6Kh7YBzBahLbDWGK67Xc4AZhYU81Q/LfPDyj8_JUAfT46SadDoWq-W3V4l9_Hp7ruxeFvG36s),SP Doc Underground Hardrock Safe Declarer 2 12.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/nX4-vSVoYmPX4Y8vb2sRLA/xlsIeHu3sSWAP5y4hJ-ExK_DaeN9nI-X6xYdPXzS7K55oT4pxvCE9n-FOCJj9yd1pEFdfWvDpVenn7nPTGRATLEuBhozYY5CdYusshez2HnCFHH-GL8_T39pL5oCYfP_FTpMCvBptzpqp3nayzOZe2qLG1147Ec8WHKlgfZrc3KJafL2myMYyKhTiYrYy0z4QZSrzNb-hzw5cW497g6QBw/C9b2AvEE_1EQwwH0G2brcjZ8BD_zYAwqJPpHDH4zdDM)"
"
  SP-221125
  ",Underground Hardrock Support Installer,2,20,"SP Curr Underground Hardrock Support Installer 2 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/zlksgJvFPj2DPu-VoMaRLg/kW1Nj_BRq5HfEOVQuLYBGyafjfDzt1LuJnP01H4mbZC41LlJMtJzpQTss3qFyscoO2UEaitsXIYkpqNooigX4cewybsu4jRPMiEiLS4pMknogfuOoj4q6SmPDQCIlYbr2UzYmALog8FivaC5lywWfoTO3S4DMzf5Ni4ohiTWG9RXYZCjwbqURY8pavKxjRMbNBIdcU1004HGlJ5ca6iSQQ/rXL_ZJw3sjjunbExL3wdOyQCCIW5kMgQbA8BQbicwb8),SP Doc Underground Hardrock Support Installer 2 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/BrDboilxnYpaeZEBWoW38g/eF9SLoxfUgH28TCDsEmK-_6vWmlKjnwQjFfcVy2kTGlaw6rO3LaHboorS_fxA0thYik40hCSGuW6UjXD-S3ls3XsXLB7F_98MDy6Ds6jdcV2nj3KEfTyavUzZdbYZbHDYmOx8KRCo4ZAN8Twv_sQd6ic1ftQlCGjH2gwe61q4IAAtDWmMgALCBQi6zJ8wip3BBG9xaq-098zolF53k16dw/_H8HEjY2KUYnpkk0nXm4QQAPHrVuk9-RCbWqlAv2g-8)"
SP-250602,Workplace Occupational Health and Safety Risk Assessment Specialist ,5,6,"SP Curr Workplace OHS Risk Assessment Specialist 5 6.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/5BV_1dfC--b81RSzDXJsWg/RnvuA2530y1Z7LwDP83Wk9MUFD92tg3e9VNfztmqGDz1kxRdgNwRYQrlFHBApnKQH3jkhou38ywCa3LfFMMgpJVKdc5fMo0LBZ5ybZOyYb8-4X_Q9fa9F3VxWGXvfi1Dlkv63E66w9PMCdRQsNR-epoSXLTEBhTNIbxklsLM6h5y_YPdD_qI14rBKezisV5lqfT_mDPd_tY_t6aGDhOePA/VSw2su7gOcvjNO5XCONbJhqd3qpmKbnP9fz-9kIsyb8),SP Doc Workplace OHS Risk Assessment Specialist 5 6.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/jZ4XePdXI84GmaUcQB0-Ig/ui-Nfx38H2IOLCJ-JkBm393Ht-Gb5xrywRHHQe86RKrpFQ9C6BgVKcBgxF_ouyjIf5LBrO9cm6GZl1mkY7IQDih6vKcUZYicSnoNTwqTHBS7hT2g3qwhZU59ihfFqe4pBdmO2aZxLABw7wcC7QmAfQuh__W1K08gDaleekvqeN25s9G_lSCesrCLQnXvO8cBIwz5MFc0L75u_oRm5VLg6g/4LEHpwmMYWX5R9qedUvlsDujOr3ZwIYjWRvl1JjpuiA)"
SP-250902,Broiler Farm Hand,2,39,"SP Doc - Broiler Farm Hand 2 39.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/yeaSyO_JNjViP_9jZywiDg/rcgVHsYBytILvFfCnr1lolpXT1ZQq0XYE40aBYjh9QEQayTZlm32qO4IjTNwePNvsT5Ue5pBALJS0vyPQ00VT8dIt90qGDDAaytm2DavCivRQMqAm6E727Dw3xV93pbDwXIvbFXBA-k8XuBmkU1ULNcZg-f1cYnajv2_mqa0pChBRFnm5CSmA60rf8Q7kyv2/W4f12rYJDnQHumudnGxkijC55_SOLQ-8CGMEya2z1KQ),SP Curr - Broiler Farm Hand 2 39.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/reklZ3oFo_vIZjFfcVETlg/yoQiA3gG0E0ZJj5ftmLHONndxv01r5DcwXP1vdUABDoQ6-KFhll56eqnKpXU14OKHdWe4Pffta3BG_cYB61s8gIeVtQop3qrQkj8Uvuli63oX2kttS0KwYWyzE0arZr-6u5CroToTzt5QTn80m21UzMvBAYQ34YO_TLhSkoF-hZM_6XFZHXWscqMM2MDzLhG/vkh9u2gDncxjpTdf9cxtwHqUZvksianTqvZT8VqKEpA)"
SP-250203,Channel Set Finisher,3,54,"SP Doc - Channel Set Finisher 3 54.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ZaDDkR5kAEGGdTeY5uviCA/rcMgKCzT-iN74NbQqoZvAzBkD7OzJ3_BJuyBoLSvCngvsMa3LgEdw7krA_IDGZtpnpXYMlHi3zcrOzsGech79jhdupDq1yHeqlYs1DelB8OX4zOyhNZ2N6JCDDrHuTfpFfV5cMUh-ACXJkYijBZ858UuXet6RvUd7I5gFnFvWIjUVry2w8kvdDa7vQE-b6MF/PFlqbdySuwPlstrnihaMt10cy0_Z9FJPQqCyKMkU4BU),SP Curr - Channel Set Finisher 3 54.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/0YvEPrWEw_jMknlafoHQJw/gfrWbcUfNEkoic2O66FoLeJgZqGTCgHkHqP0UB9Xal-xCBaR2TscNl_rvfc2FAgbPQqUt1B8HTHxKXZR3u-T9cYicYJUSfJL-jtvrixYYm-HrA2DVdZx8rwCRRM5iIv3D__cI1uQrV6c4X4lw_apchvduGAe0RZ6YcwxBb1mXWgGVWKSsPcP_c_9ZEW9agfT/EI5Lzw41AwFmV4nLT7KUxvdOFCe-tmF9ABUVAmHHJcA)"
SP-250401,Contact Centre Compliance Ensurer ,6,22,"SP Doc - Contact Centre Compliance Ensurer 6 22.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/LZd4ceZTKhzh437U4932wg/I8ohx0-DkoAjC-5btgv9QacO70ScBkPqzOzXADoMXAEYmU8fbESrIa3v_WQI5uQYLmwVKmLXdZ4qE8I6rLCRjmAPNMGF7D9FKGLdo_RDlnNZHHvkQVQaB2kTuHDSIZYOnd_7X7kY7xExIHdl9oBlqCVJm7HpnVQjHmGXO-RFMDCC9VEGD_9yweiJfvhD9LieqI7hNMfOK3KwOsd5INEUSw/iIhVAvRZOPjDpkuO0ywlNZzWzR4W6CJ3M0afwEzKH-4),SP Curr - Contact Centre Compliance Ensurer 6 22.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/qROMvGLly9OUOiVBD0Z10Q/ecD5GylubXHFfdc2ZgzmhLLZw_lR51lhLQhdtabHTfetAsWFP8CSX7jSBSfCPo2JGOzSld_qiCIpwA7vm05o2ECROgVQIgFO1z6EFY2UXJBJUaIwrC0J2AnmHINAqVF3u1Uz9P7jfQ9Q6jbi_zMruO2PppT5n3HQ-Htjpe7F5m0m-veslB34Mwn-cEzW5xO_4gtYl-1DWfxcruhFxtfDvw/P6iVfRpAKcBCkqtTe9gy26GFe6a2AOFs7h9x5ZyG8OI)"
SP-250406,Digital Innovation Driver ,7,40,"SP Doc - Digital Innovation Driver 7 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Sv3KwxIADFC1wuXD0WzH0w/w93pck4YulPk21ONm2gjnTmaVTQYice6riaOjXqfDzR4QiIL1UFeMiRoYG463BsqCtX5s5CBK5e-07PgvkHDSKEPdtbnTvhu9Njcu1q2Lnf-788Tp4TWH8mUDKpDbA7YEyi41lgXIQ36i3H3yT4kq9Q4xIFxKfKlqryDeTxfOJxNSEWV1UWKia4t9Y3KANb_/zhSXQ47-d__egf4xLusD93N_ZeG1yd2QvCfMHQqoWWM),SP Curr - Digital Innovation Driver 7 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/O5MSz9alUUmy_By3AVyfYA/JF3c9BksuhyWM5W9MPjU-Fk5e1RUjmG7uLVGhNvfePnKau14sCfqdQ-XBfC5tS8I2LEzcgZ-IFcQlVhv4olkyU97P_U3oyyo-9ahqiACL5oO6c56T9F1kjqF8WOtmWieN4f97bRoioJXwXgUYDKfMhTlUH_9VR-3pTlf9UAbZoCmqVM3M-ifvSmNeWUBbogf/EPoo8ad5P0nzeFO_ZB-Qp6CNdQvRIqUjeTdWRY3yv8Q)"
SP-240206,Digital Innovation Implementer ,6,30,"SP Doc - Digital Innovation Implementer 6 30.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/6UCA_bOcIHSVRXAygJIKLg/oCOZmkCTK0yal_BFi7bfdKSgjuLDqSTacID_iVuIpAl2Hzy-LhgGY_0Znlso2zQqTRu8uzzXWeB-Kv-lBHsgfKSuns-EzfA_xWKyWcq0dilwOPP-75Fytw262ZyyQN5xaJICvps3OGVMAiGIZYmZ_ThOANewXucYDSXLV4dLyVOYkdPXo3PdN0nOqWBo8_53/nCcASFGSvBHymi5z-lz74sI8quHholWVh_2Q-O5Nm4c),SP Curr - Digital Innovation Implementer 6 30.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/qKJGju4K87cakx5FFW2B_Q/umdBLFX4dfsuUcHGSKGXwintV2OnFIEC_ltHkyzQA_oxtKnEn36M1V8xUie43tjw9wDaSsdfJ33ck1RS0typ7DNBVXAm142ocjwv5aySpQ-yCGJnLBiRnsHZyWpCXFmaWQ5d5mWAx1aQA9UMUke63_1bUIBZGOwPmEGwFIYX_GMP_6KMO3pDCuWC5gky6QXqPG1-DcEt7JJDDChc26GA3w/snLNCMCxr1Lwv8urjUF2Pqge9eS1dncRY1-AVsHzggk)"
SP-250820,Electrical Network Operations (Medium and High Voltage),5,52,"SP Doc - Electrical Network Operations (Medium and High Voltage) 5 52.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/WLzfZDHyJLIHYu327ZLrIA/QrQa2efgPTpEBrmmIJE2hl_GFfwDnj-jeK3SbxyOr4OwzY5DCVwLUpKZidxycEOZhAGyOGrkxedfwzr06sepJ0fpcYRcuOgRt9_R1wOHSl9ngjrOjWuh939BluSFVtrHRESPKnvC0rem8SnRuD8K-eEpknW2Nz8v7xHB-z4bqkuj7vU8sCfx9MpYW3z03vor5rMTbjWwt3cRK63w69II_YiDlmQsS8J0NwIyAaRmCPU/L_YX7xy5ruFSusi0DANdtp-li-izKf-sodNS1hCsDMI),SP Curr - Electrical Network Operations (Medium and High Voltage) 5 52.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/6kjHio2yCKgdi-bQytGkTg/4-pmD01sKhNa2r_oM9hhikumQNQH0dDHI7a8mjNCg6uej_T48Bfyu1pKLqZ9TiXWChNHVECJj7xgtZayD_wxaCOdKEln5u_yszg-1VeZfWIxMptZrg-uFFJPjcq-ySnESqUvChdvGTTQUaG_fQOE1L7ynLB7nvPmH1BiBlpbZ5zKWvxa1GRcKAWq20I5T-dNS8QnmwuGRvsUDmqgJYUgZfDjZtvJBM1gaLJaaKt0e5w/m9dNY0FLpDOsehKDeB-pz5e-kpEIXQJP_RwVRLedhBM)"
SP-250501, Electrician's Assistant (Low Voltage Systems),2,29,"SP Doc - Electrician's Assistant (Low Voltage Systems) 2 29.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/UYbvKS1ytsvJtRzTeJIpEg/WpNH66qvC1FbmhxRWaxsHVHvJE_Qui-5uFgw6HeLQdeJyL5Vn-ZUNRrCEVWsNaNWXmscS_8nu4e4Y5jJVTdZaUAnRAhWclG7NRrjL5ZP7hYlvQKheTRbAbOxR0fAFB8sFKpGU142GNU9NKDzBGBHIS2wVttSKORnsZ8tiaJMnq7uZC4f62vgfLZbdn_iGH-4LzJzPw-r7XQQj6FbsSPoVg/CogLLbWfn9Y_PXneJpztDnhDDWN6O6nqsFzciE4q964),SP Curr - Electrician's Assistant (Low Voltage Systems) 2 29.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/nmVGZ3iu5WOnKbCcq5Fd1w/wRtvPg5C46M0NdJF9Cl99dExUbh6uFoUIBKeWTmVA9lsWEz89wo4MnYvG7EPikKs30u-o7rbo3lxWN5d7ziyXx_-zwUWn79y7ujzG4lr4pnYU_9w4iBu0wDkLOv9KMW1J4rZ_oPk4kk0m9cTeFvoZ6SzX986JHBNh_gCl4ayE0qBYT58prydRrL0L1RuMZFyWklcxXHIHxmx8gvCM13gtw/7weAu5axrYCLeiOBa9iy5Ep5n7lMYRwvg8sGIs6z81o)"
SP-250813,Mine Environmental Control Assistant,2,36,"SP Doc - Mine Environmental Control Assistant 2 36.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/8IH7xHvPG0csVC4yzGto8g/JEJ0lAOlMMQMo6tQ49KBGHMf-oZIT-GuI6Z7XH4KWPgJff-nxcYCKlbmwEy6u5evhwND1LnZ3OA3C6u93Z1XDYq1W3T6fy5reAIbteF5EQH-S1pUEko8muWwumdymNWLwZEwcX59lkxUP3lmAPrxa1m9gKDzC0lc7uzcKIYhcApzKM227uZ8oZ08SlDcW3h2XlR9apNbGRSQpFt1HuHb6A/uFSOpoy3ZDgrzkHecYDOeQQQk1AtoEf5dnTJk63IsTM),SP Curr - Mine Environmental Control Assistant 2 36.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/fzMKcP23A0wDugAV8PN_nw/-lGafZQ5-S4B8xg-yhBN24iqmR9p08qc6relnO4ld3i9A8CZp23ez2hitU24hD53JdNPYGeecGROSVCOcbKbPHXBSnIm3tc55x11F-VhR_HFtD-8QChzL3M5bB-rLevuO_39IEUIapLLzr6Ljz57UpV_HCM6gqbyL9d2zKW-_oZmMbHpQge4NG1kIVeEL3J_DnvYG9hhlN6ic0LD8sc4QQ/0GdjtJ76YDKCCIJygaiomLcbi7f2FjBWLs2t1sRHFJU)"
